Cap Hit,Chip,Games Missed,Injury Type,Player,Position,Season,Team,Games Missed
3.475,254.268292683,6,Concussion,"Doughty, Drew",D,2010/11,Los Angeles,6
2.95,215.853658537,6,Shoulder,"Greene, Matt",D,2010/11,Los Angeles,6
2.95,179.878048780,5,Upper body,"Greene, Matt",D,2010/11,Los Angeles,5
3.5,469.512195122,11,Lower body,"Mitchell, Willie",D,2010/11,Los Angeles,11
3.5,597.560975610,14,Wrist,"Mitchell, Willie",D,2010/11,Los Angeles,14
0.643,7.841463415,1,Lower body,"Almond, Cody",F,2010/11,Minnesota,1
4.08,1144.390243902,23,Concussion,"Bouchard, Pierre-Marc",F,2010/11,Minnesota,23
1.15,28.048780488,2,Illness,"Brodziak, Kyle",F,2010/11,Minnesota,2
1.4,17.073170732,1,Undisclosed,"Clutterbuck, Cal",F,2010/11,Minnesota,1
1.4,17.073170732,1,Upper body,"Clutterbuck, Cal",F,2010/11,Minnesota,1
1.4,68.292682927,4,Upper body,"Clutterbuck, Cal",F,2010/11,Minnesota,4
3.5,128.048780488,3,Groin,"Cullen, Matt",F,2010/11,Minnesota,3
3.5,42.682926829,1,Upper body,"Cullen, Matt",F,2010/11,Minnesota,1
5,243.902439024,4,Upper body,"Havlat, Martin",F,2010/11,Minnesota,4
2.333,398.317073171,14,Groin,"Kobasew, Chuck",F,2010/11,Minnesota,14
2.333,56.902439024,2,Illness,"Kobasew, Chuck",F,2010/11,Minnesota,2
2.333,28.451219512,1,Leg,"Kobasew, Chuck",F,2010/11,Minnesota,1
3.25,435.975609756,11,Hand,"Koivu, Mikko",F,2010/11,Minnesota,11
2.5,1768.292682927,58,Groin,"Latendresse, Guillaume",F,2010/11,Minnesota,58
2.5,396.341463415,13,Lower body,"Latendresse, Guillaume",F,2010/11,Minnesota,13
1.25,60.975609756,4,Lower body,"Madden, John",F,2010/11,Minnesota,4
1.25,30.487804878,2,Upper body,"Madden, John",F,2010/11,Minnesota,2
2.333,142.256097561,5,Illness,"Miettinen, Antti",F,2010/11,Minnesota,5
2.333,113.804878049,4,Leg,"Miettinen, Antti",F,2010/11,Minnesota,4
0.803,803.000000000,82,Knee,"Sheppard, James",F,2010/11,Minnesota,82
3.083,150.390243902,4,Groin,"Barker, Cam",D,2010/11,Minnesota,4
3.083,225.585365854,6,Upper body,"Barker, Cam",D,2010/11,Minnesota,6
3.083,563.963414634,15,Upper body,"Barker, Cam",D,2010/11,Minnesota,15
0.846,103.170731707,10,Finger,"Scandella, Marco",D,2010/11,Minnesota,10
0.846,144.439024390,14,Head,"Scandella, Marco",D,2010/11,Minnesota,14
0.846,10.317073171,1,Illness,"Scandella, Marco",D,2010/11,Minnesota,1
3.5,213.414634146,5,Concussion,"Schultz, Nick",D,2010/11,Minnesota,5
3.5,128.048780488,3,Head,"Schultz, Nick",D,2010/11,Minnesota,3
0.55,20.121951220,3,Lower body,"Stoner, Clayton",D,2010/11,Minnesota,3
0.55,60.365853659,9,Upper body,"Stoner, Clayton",D,2010/11,Minnesota,9
4,97.560975610,2,Groin,"Zidlicky, Marek",D,2010/11,Minnesota,2
4,195.121951220,4,Hamstring,"Zidlicky, Marek",D,2010/11,Minnesota,4
4,243.902439024,5,Hamstring,"Zidlicky, Marek",D,2010/11,Minnesota,5
4,146.341463415,3,Lower body,"Zidlicky, Marek",D,2010/11,Minnesota,3
4,1024.390243902,21,Shoulder,"Zidlicky, Marek",D,2010/11,Minnesota,21
4,48.780487805,1,Undisclosed,"Zidlicky, Marek",D,2010/11,Minnesota,1
6,292.682926829,4,Hip,"Backstrom, Niklas",G,2010/11,Minnesota,4
1.2,1200,82,Knee,"Harding, Josh",G,2010/11,Minnesota,82
1.1,53.658536585,4,Hip,"Theodore, Jose",G,2010/11,Minnesota,4
6,146.341463415,2,Illness,"Cammalleri, Mike",F,2010/11,Montreal,2
6,878.048780488,12,Shoulder,"Cammalleri, Mike",F,2010/11,Montreal,12
0.5,91.463414634,15,Groin,"Darche, Mathieu",F,2010/11,Montreal,15
0.5,12.195121951,2,Undisclosed,"Darche, Mathieu",F,2010/11,Montreal,2
7.357,179.439024390,2,Lower body,"Gomez, Scott",F,2010/11,Montreal,2
0.6,29.268292683,4,Lower body,"Halpern, Jeff",F,2010/11,Montreal,8
0.6,14.634146341,2,Upper body,"Halpern, Jeff",F,2010/11,Montreal,2
1.5,18.292682927,1,Illness,"Moen, Travis",F,2010/11,Montreal,1
0.91,166.463414634,15,Neck,"Pacioretty, Max",F,2010/11,Montreal,15
5,60.975609756,1,Flu,"Plekanec, Tomas",F,2010/11,Montreal,1
5,243.902439024,4,Lower body,"Plekanec, Tomas",F,2010/11,Montreal,4
1.35,32.926829268,2,Flu,"Pouliot, Benoit",F,2010/11,Montreal,2
2.25,54.878048780,2,Flu,"Gill, Hal",D,2010/11,Montreal,2
2.25,109.756097561,4,Upper body,"Gill, Hal",D,2010/11,Montreal,4
1.1,617.073170732,46,Knee,"Gorges, Josh",D,2010/11,Montreal,46
5.5,134.146341463,2,Knee,"Hamrlik, Roman",D,2010/11,Montreal,2
5.5,67.073170732,1,Undisclosed,"Hamrlik, Roman",D,2010/11,Montreal,1
5.75,701.219512195,10,Knee,"Markov, Andrei",D,2010/11,Montreal,10
5.75,4557.926829268,65,Knee,"Markov, Andrei",D,2010/11,Montreal,65
0.6,58.536585366,8,Foot,"Picard, Alexandre",D,2010/11,Montreal,8
2.333,199.158536585,7,Hand,"Sopel, Brent",D,2010/11,Montreal,7
3.833,1075.109756098,23,Lower body,"Spacek, Jaroslav",D,2010/11,Montreal,23
3.25,79.268292683,2,Flu,"Wisniewski, James",D,2010/11,Montreal,2
4,48.780487805,1,Neck,"Dumont, J.P.",F,2010/11,Nashville,1
4.5,54.878048780,1,Back,"Erat, Martin",F,2010/11,Nashville,1
4.5,109.756097561,2,Undisclosed,"Erat, Martin",F,2010/11,Nashville,2
4.5,219.512195122,4,Upper body,"Erat, Martin",F,2010/11,Nashville,4
4.5,493.902439024,9,Upper body,"Erat, Martin",F,2010/11,Nashville,9
0.775,56.707317073,6,Shoulder,"Goc, Marcel",F,2010/11,Nashville,6
0.775,9.451219512,1,Upper body,"Goc, Marcel",F,2010/11,Nashville,1
0.775,226.829268293,24,Upper body,"Goc, Marcel",F,2010/11,Nashville,24
3.083,112.792682927,3,Upper body,"Hornqvist, Patric",F,2010/11,Nashville,3
0.55,13.414634146,2,Toe,"Kostitsyn, Sergei",F,2010/11,Nashville,2
0.55,6.707317073,1,Undisclosed,"Kostitsyn, Sergei",F,2010/11,Nashville,2
4.5,493.902439024,9,Lower body,"Legwand, David",F,2010/11,Nashville,18
3.5,3414.634146341,80,Concussion,"Lombardi, Matthew",F,2010/11,Nashville,80
0.563,302.097560976,44,Leg,"O'Reilly, Cal",F,2010/11,Nashville,44
0.892,10.878048780,1,Upper body,"Spaling, Nick",F,2010/11,Nashville,1
3.75,868.902439024,19,Groin,"Sullivan, Steve",F,2010/11,Nashville,19
3.75,823.170731707,18,Lower body,"Sullivan, Steve",F,2010/11,Nashville,18
0.8,126.829268293,13,Knee,"Svatos, Marek",F,2010/11,Nashville,13
1.25,15.243902439,1,Neck,"Tootoo, Jordin",F,2010/11,Nashville,1
1.5,36.585365854,2,Lower body,"Ward, Joel",F,2010/11,Nashville,2
1.35,16.463414634,1,Upper body,"Bouillon, Francis",D,2010/11,Nashville,1
1.35,609.146341463,37,Upper body,"Bouillon, Francis",D,2010/11,Nashville,37
1.35,16.463414634,1,Illness,"Klein, Kevin",D,2010/11,Nashville,1
3.5,384.146341463,9,Leg,"Suter, Ryan",D,2010/11,Nashville,9
3.5,85.365853659,2,Lower body,"Suter, Ryan",D,2010/11,Nashville,2
3.5,42.682926829,1,Upper body,"Suter, Ryan",D,2010/11,Nashville,1
3.4,331.707317073,8,Knee,"Rinne, Pekka",G,2010/11,Nashville,8
3.4,82.926829268,2,Lower body,"Rinne, Pekka",G,2010/11,Nashville,2
0.866,306.268292683,29,Hand,"Josefson, Jacob",F,2010/11,New Jersey,29
2.8,273.170731707,8,Neck,"Langenbrunner, Jamie",F,2010/11,New Jersey,8
0.802,19.560975610,2,Upper body,"Palmieri, Nick",F,2010/11,New Jersey,2
3.125,152.439024390,4,Knee,"Parise, Zach",F,2010/11,New Jersey,4
3.125,2477.134146341,65,Knee,"Parise, Zach",F,2010/11,New Jersey,65
5.063,864.414634146,14,Hernia,"Rolston, Brian",F,2010/11,New Jersey,14
0.875,10.670731707,1,Illness,"Tedenby, Mattias",F,2010/11,New Jersey,1
0.85,20.731707317,2,Flu,"Zharkov, Vladimir",F,2010/11,New Jersey,2
3.4,82.926829268,2,Neck,"Zubrus, Dainius",F,2010/11,New Jersey,2
3.4,41.463414634,1,Undisclosed,"Zubrus, Dainius",F,2010/11,New Jersey,1
0.791,67.524390244,7,Hand,"Corrente, Matthew",D,2010/11,New Jersey,7
0.791,366.560975610,38,Shoulder,"Corrente, Matthew",D,2010/11,New Jersey,38
0.791,19.292682927,2,Upper body,"Corrente, Matthew",D,2010/11,New Jersey,2
0.543,6.621951220,1,Illness,"Fayne, Mark",D,2010/11,New Jersey,1
0.5,201.219512195,33,Hand,"Fraser, Mark",D,2010/11,New Jersey,33
0.613,7.475609756,1,Knee,"Salmela, Anssi",D,2010/11,New Jersey,1
0.613,201.841463415,27,Knee,"Salmela, Anssi",D,2010/11,New Jersey,27
2.9,2900,82,Concussion,"Salvador, Bryce",D,2010/11,New Jersey,82
0.51,404.268292683,65,Ankle,"Taormina, Matt",D,2010/11,New Jersey,65
4.25,259.146341463,5,Leg,"Volchenkov, Anton",D,2010/11,New Jersey,5
4.25,103.658536585,2,Lower body,"Volchenkov, Anton",D,2010/11,New Jersey,2
4.25,621.951219512,12,Nose,"Volchenkov, Anton",D,2010/11,New Jersey,12
3,36.585365854,1,Flu,"White, Colin",D,2010/11,New Jersey,1
3,73.170731707,2,Illness,"White, Colin",D,2010/11,New Jersey,2
3,292.682926829,8,Knee,"White, Colin",D,2010/11,New Jersey,8
3,73.170731707,2,Lower body,"White, Colin",D,2010/11,New Jersey,2
5.2,126.829268293,2,Elbow,"Brodeur, Martin",G,2010/11,New Jersey,2
5.2,443.902439024,7,Elbow,"Brodeur, Martin",G,2010/11,New Jersey,7
5.2,317.073170732,5,Knee,"Brodeur, Martin",G,2010/11,New Jersey,5
1.725,42.073170732,2,Hip,"Bailey, Josh",F,2010/11,NY Islanders,2
0.5,60.975609756,10,Ribs,"Colliton, Jeremy",F,2010/11,NY Islanders,10
0.65,31.707317073,4,Concussion,"Comeau, Blake",F,2010/11,NY Islanders,4
0.843,30.841463415,3,Groin,"Grabner, Michael",F,2010/11,NY Islanders,3
0.5,6.097560976,1,Undisclosed,"Haley, Micheal",F,2010/11,NY Islanders,1
2,24.390243902,1,Foot,"Hunter, Trent",F,2010/11,NY Islanders,2
2,48.780487805,2,Foot,"Hunter, Trent",F,2010/11,NY Islanders,2
2,1487.804878049,61,Knee,"Hunter, Trent",F,2010/11,NY Islanders,61
0.525,25.609756098,4,Concussion,"Nielsen, Frans",F,2010/11,NY Islanders,4
0.525,44.817073171,7,Groin,"Nielsen, Frans",F,2010/11,NY Islanders,7
1.672,897.170731707,44,Shoulder,"Okposo, Kyle",F,2010/11,NY Islanders,44
0.85,51.829268293,5,Concussion,"Rakhshani, Rhett",F,2010/11,NY Islanders,5
0.751,82.426829268,9,Back,"Schremp, Rob",F,2010/11,NY Islanders,9
3.75,137.195121951,3,Concussion,"Tavares, John",F,2010/11,NY Islanders,3
1.15,897.560975610,64,Back,"Weight, Doug",F,2010/11,NY Islanders,64
2.5,91.463414634,3,Groin,"Eaton, Mark",D,2010/11,NY Islanders,3
2.5,1371.951219512,45,Hip,"Eaton, Mark",D,2010/11,NY Islanders,45
0.741,36.146341463,4,Cheek,"Gervais, Bruno",D,2010/11,NY Islanders,4
0.741,54.219512195,6,Lower body,"Gervais, Bruno",D,2010/11,NY Islanders,6
0.525,51.219512195,8,Concussion,"Hillen, Jack",D,2010/11,NY Islanders,8
0.525,19.207317073,3,Shoulder,"Hillen, Jack",D,2010/11,NY Islanders,3
1,60.975609756,5,Groin,"Jurcina, Milan",D,2010/11,NY Islanders,5
1,219.512195122,18,Hamstring,"Jurcina, Milan",D,2010/11,NY Islanders,18
1,73.170731707,6,Hip,"Jurcina, Milan",D,2010/11,NY Islanders,6
1,85.365853659,7,Upper body,"Jurcina, Milan",D,2010/11,NY Islanders,7
0.55,100.609756098,15,Hand,"MacDonald, Andrew",D,2010/11,NY Islanders,15
0.55,46.951219512,7,Hip,"MacDonald, Andrew",D,2010/11,NY Islanders,7
1.5,36.585365854,2,Arm,"Martinek, Radek",D,2010/11,NY Islanders,2
1.5,128.048780488,7,Lower body,"Martinek, Radek",D,2010/11,NY Islanders,7
1.5,164.634146341,9,Wrist,"Martinek, Radek",D,2010/11,NY Islanders,9
0.8,97.560975610,10,Eye,"Mottau, Mike",D,2010/11,NY Islanders,10
0.8,507.317073171,52,Hip,"Mottau, Mike",D,2010/11,NY Islanders,52
4.1,4100,82,Shoulder,"Streit, Mark",D,2010/11,NY Islanders,82
4.5,1097.560975610,20,Facial,"DiPietro, Rick",G,2010/11,NY Islanders,20
4.5,54.878048780,1,Flu,"DiPietro, Rick",G,2010/11,NY Islanders,1
4.5,54.878048780,1,Groin,"DiPietro, Rick",G,2010/11,NY Islanders,1
4.5,274.390243902,5,Groin,"DiPietro, Rick",G,2010/11,NY Islanders,5
4.5,164.634146341,3,Knee,"DiPietro, Rick",G,2010/11,NY Islanders,3
0.5,60.975609756,10,Knee,"Lawson, Nathan",G,2010/11,NY Islanders,10
0.892,315.463414634,29,Knee,"Poulin, Kevin",G,2010/11,NY Islanders,29
1.625,19.817073171,1,Finger,"Boogaard, Derek",F,2010/11,NY Rangers,1
1.625,59.451219512,3,Shoulder,"Boogaard, Derek",F,2010/11,NY Rangers,3
1.625,1030.487804878,52,Shoulder,"Boogaard, Derek",F,2010/11,NY Rangers,52
2.3,532.926829268,19,Hand,"Callahan, Ryan",F,2010/11,NY Rangers,19
2.3,56.097560976,2,Leg,"Callahan, Ryan",F,2010/11,NY Rangers,2
2.3,28.048780488,1,Neck,"Callahan, Ryan",F,2010/11,NY Rangers,1
0.925,11.280487805,1,Groin,"Christensen, Erik",F,2010/11,NY Rangers,1
0.925,180.487804878,16,Knee,"Christensen, Erik",F,2010/11,NY Rangers,16
7.05,171.951219512,2,Finger,"Drury, Chris",F,2010/11,NY Rangers,2
7.05,2493.292682927,29,Finger,"Drury, Chris",F,2010/11,NY Rangers,29
7.05,2321.341463415,27,Knee,"Drury, Chris",F,2010/11,NY Rangers,27
1.85,112.804878049,5,Leg,"Dubinsky, Brandon",F,2010/11,NY Rangers,5
1,24.390243902,2,Shoulder,"Fedotenko, Ruslan",F,2010/11,NY Rangers,2
1,170.731707317,14,Shoulder,"Fedotenko, Ruslan",F,2010/11,NY Rangers,14
3,1426.829268293,39,Knee,"Frolov, Alex",F,2010/11,NY Rangers,39
7.5,548.780487805,6,Concussion,"Gaborik, Marian",F,2010/11,NY Rangers,6
7.5,91.463414634,1,Flu,"Gaborik, Marian",F,2010/11,NY Rangers,1
7.5,91.463414634,1,Groin,"Gaborik, Marian",F,2010/11,NY Rangers,1
7.5,1097.560975610,12,Shoulder,"Gaborik, Marian",F,2010/11,NY Rangers,12
2.48,1602.926829268,53,Knee,"Prospal, Vinny",F,2010/11,NY Rangers,53
1.088,13.268292683,1,Flu,"Del Zotto, Michael",D,2010/11,NY Rangers,1
1.088,39.804878049,3,Groin,"Del Zotto, Michael",D,2010/11,NY Rangers,3
1.125,13.719512195,1,Back,"Eminger, Steve",D,2010/11,NY Rangers,1
3.325,81.097560976,2,Ribs,"Girardi, Dan",D,2010/11,NY Rangers,2
1.3,15.853658537,1,Knee,"McDonagh, Ryan",D,2010/11,NY Rangers,1
5,121.951219512,2,Ribs,"Rozsival, Michal",D,2010/11,NY Rangers,2
5,548.780487805,9,Shoulder,"Rozsival, Michal",D,2010/11,NY Rangers,9
0.5,6.097560976,1,Undisclosed,"Sauer, Michael",D,2010/11,NY Rangers,1
3.975,145.426829268,3,Knee,"Staal, Marc",D,2010/11,NY Rangers,3
3.975,96.951219512,2,Undisclosed,"Staal, Marc",D,2010/11,NY Rangers,2
0.875,192.073170732,18,Collarbone,"Biron, Martin",G,2010/11,NY Rangers,18
4.875,1664.634146341,28,Back,"Alfredsson, Daniel",F,2010/11,Ottawa,28
5,365.853658537,6,Knee,"Kovalev, Alexei",F,2010/11,Ottawa,6
4.333,634.097560976,12,Foot,"Michalek, Milan",F,2010/11,Ottawa,12
4.333,211.365853659,4,Knee,"Michalek, Milan",F,2010/11,Ottawa,4
2,48.780487805,2,Lower body,"Neil, Chris",F,2010/11,Ottawa,2
1,280.487804878,23,Shoulder,"Regin, Peter",F,2010/11,Ottawa,23
1.3,47.560975610,3,Lower body,"Ruutu, Jarkko",F,2010/11,Ottawa,3
7,85.365853659,1,Groin,"Spezza, Jason",F,2010/11,Ottawa,1
7,341.463414634,4,Groin,"Spezza, Jason",F,2010/11,Ottawa,4
7,1280.487804878,15,Shoulder,"Spezza, Jason",F,2010/11,Ottawa,15
0.8,29.268292683,3,Concussion,"Svatos, Marek",F,2010/11,Ottawa,3
0.75,73.170731707,8,Knee,"Winchester, Jesse",F,2010/11,Ottawa,8
1.4,34.146341463,2,Back,"Campoli, Chris",D,2010/11,Ottawa,2
0.7,8.536585366,1,Ankle,"Carkner, Matt",D,2010/11,Ottawa,1
0.7,17.073170732,2,Lower body,"Carkner, Matt",D,2010/11,Ottawa,2
0.7,170.731707317,20,Lower body,"Carkner, Matt",D,2010/11,Ottawa,20
5.5,335.365853659,5,Back,"Gonchar, Sergei",D,2010/11,Ottawa,5
5.5,670.731707317,10,Concussion,"Gonchar, Sergei",D,2010/11,Ottawa,10
1.3,31.707317073,2,Illness,"Karlsson, Erik",D,2010/11,Ottawa,2
1.3,63.414634146,4,Leg,"Karlsson, Erik",D,2010/11,Ottawa,4
1.3,15.853658537,1,Upper body,"Karlsson, Erik",D,2010/11,Ottawa,1
3.7,721.951219512,16,Leg,"Kuba, Filip",D,2010/11,Ottawa,16
3.8,324.390243902,7,Groin,"Leclaire, Pascal",G,2010/11,Ottawa,7
3.8,2131.707317073,46,Lower body,"Leclaire, Pascal",G,2010/11,Ottawa,46
0.7,34.146341463,4,Finger,"Betts, Blair",F,2010/11,Philadelphia,4
0.7,25.609756098,3,Lower body,"Betts, Blair",F,2010/11,Philadelphia,3
6.5,158.536585366,2,Lower body,"Briere, Daniel",F,2010/11,Philadelphia,2
1.075,39.329268293,3,Flu,"Carcillo, Dan",F,2010/11,Philadelphia,3
1.075,157.317073171,12,Knee,"Carcillo, Dan",F,2010/11,Philadelphia,12
5,60.975609756,1,Flu,"Carter, Jeff",F,2010/11,Philadelphia,2
0.8,9.756097561,1,Lower body,"Leino, Ville",F,2010/11,Philadelphia,1
0.85,20.731707317,2,Upper body,"Nodl, Andreas",F,2010/11,Philadelphia,2
0.725,8.841463415,1,Flu,"Powe, Darroll",F,2010/11,Philadelphia,1
5.75,70.121951220,1,Flu,"Richards, Mike",F,2010/11,Philadelphia,1
1.1,26.829268293,2,Illness,"Shelley, Jody",F,2010/11,Philadelphia,2
1.1,147.560975610,11,Orbital bone,"Shelley, Jody",F,2010/11,Philadelphia,11
1.654,40.341463415,2,Lower body,"van Riemsdyk, James",F,2010/11,Philadelphia,2
2,48.780487805,2,Groin,"Zherdev, Nikolay",F,2010/11,Philadelphia,2
1.167,1167,82,Concussion,"Laperriere, Ian","F ""retired""",2010/11,Philadelphia,82
0.6,7.317073171,1,Illness,"Bartulis, Oskars",D,2010/11,Philadelphia,1
0.6,160.975609756,22,Shoulder,"Bartulis, Oskars",D,2010/11,Philadelphia,22
0.5,12.195121951,2,Neck,"Boynton, Nick",D,2010/11,Philadelphia,2
4,48.780487805,1,Head,"Meszaros, Andrej",D,2010/11,Philadelphia,1
1.3,15.853658537,1,Knee,"O'Donnell, Sean",D,2010/11,Philadelphia,1
4.921,780.158536585,13,Foot,"Pronger, Chris",D,2010/11,Philadelphia,13
4.921,60.012195122,1,Hand,"Pronger, Chris",D,2010/11,Philadelphia,1
4.921,120.024390244,2,Knee,"Pronger, Chris",D,2010/11,Philadelphia,2
4.921,960.195121951,16,Upper body,"Pronger, Chris",D,2010/11,Philadelphia,16
1.7,891.463414634,43,Hip,"Walker, Matt",D,2010/11,Philadelphia,43
1.55,472.560975610,25,Back,"Leighton, Michael",G,2010/11,Philadelphia,25
0.7,179.268292683,21,Concussion,"Asham, Arron",F,2010/11,Pittsburgh,21
0.7,8.536585366,1,Illness,"Asham, Arron",F,2010/11,Pittsburgh,2
0.7,17.073170732,2,Lower body,"Asham, Arron",F,2010/11,Pittsburgh,2
0.7,76.829268293,9,Shoulder,"Asham, Arron",F,2010/11,Pittsburgh,9
0.7,8.536585366,1,Undisclosed,"Asham, Arron",F,2010/11,Pittsburgh,1
0.5,310.975609756,51,Hip,"Comrie, Mike",F,2010/11,Pittsburgh,51
0.5,18.292682927,3,Illness,"Comrie, Mike",F,2010/11,Pittsburgh,3
0.55,6.707317073,1,Undisclosed,"Conner, Chris",F,2010/11,Pittsburgh,1
8.7,4350,41,Concussion,"Crosby, Sidney",F,2010/11,Pittsburgh,41
0.75,18.292682927,2,Illness,"Godard, Eric",F,2010/11,Pittsburgh,2
0.75,118.902439024,13,Nose,"Godard, Eric",F,2010/11,Pittsburgh,13
0.508,49.560975610,8,Knee,"Jeffrey, Dustin",F,2010/11,Pittsburgh,8
0.508,37.170731707,6,Lower body,"Jeffrey, Dustin",F,2010/11,Pittsburgh,6
0.5,140.243902439,23,Upper body,"Johnson, Nick",F,2010/11,Pittsburgh,23
0.725,8.841463415,1,Illness,"Kennedy, Tyler",F,2010/11,Pittsburgh,1
0.725,8.841463415,1,Lower body,"Kennedy, Tyler",F,2010/11,Pittsburgh,1
3.725,590.548780488,13,Lower body,"Kunitz, Chris",F,2010/11,Pittsburgh,13
3.725,90.853658537,2,Undisclosed,"Kunitz, Chris",F,2010/11,Pittsburgh,2
0.5,79.268292683,13,Knee,"Letestu, Mark",F,2010/11,Pittsburgh,13
0.5,30.487804878,5,Upper body,"Letestu, Mark",F,2010/11,Pittsburgh,5
8.7,106.097560976,1,Knee,"Malkin, Evgeni",F,2010/11,Pittsburgh,1
8.7,424.390243902,4,Knee,"Malkin, Evgeni",F,2010/11,Pittsburgh,4
8.7,530.487804878,5,Knee,"Malkin, Evgeni",F,2010/11,Pittsburgh,5
8.7,3076.829268293,29,Knee,"Malkin, Evgeni",F,2010/11,Pittsburgh,29
4,585.365853659,12,Foot,"Staal, Jordan",F,2010/11,Pittsburgh,12
4,1317.073170732,27,Hand,"Staal, Jordan",F,2010/11,Pittsburgh,27
0.846,247.609756098,24,Concussion,"Tangradi, Eric",F,2010/11,Pittsburgh,24
0.525,6.402439024,1,Facial,"Lovejoy, Ben",D,2010/11,Pittsburgh,1
0.525,12.804878049,2,Flu,"Lovejoy, Ben",D,2010/11,Pittsburgh,2
5,243.902439024,4,Undisclosed,"Martin, Paul",D,2010/11,Pittsburgh,4
4,439.024390244,9,Shoulder,"Michalek, Zbynek",D,2010/11,Pittsburgh,9
1.5,36.585365854,2,Flu,"Niskanen, Matt",D,2010/11,Pittsburgh,2
3.75,594.512195122,13,Finger,"Orpik, Brooks",D,2010/11,Pittsburgh,13
3.75,274.390243902,6,Groin,"Orpik, Brooks",D,2010/11,Pittsburgh,6
0.6,29.268292683,4,Lower body,"Johnson, Brent",G,2010/11,Pittsburgh,4
0.6,21.951219512,3,Upper body,"Johnson, Brent",G,2010/11,Pittsburgh,3
3.625,176.829268293,4,Ankle,"Clowe, Ryane",F,2010/11,San Jose,4
3.625,132.621951220,3,Lower body,"Clowe, Ryane",F,2010/11,San Jose,3
1.242,15.146341463,1,Illness,"Couture, Logan",F,2010/11,San Jose,1
1.242,15.146341463,1,Knee,"Couture, Logan",F,2010/11,San Jose,1
0.965,11.768292683,1,Undisclosed,"Eager, Ben",F,2010/11,San Jose,1
0.85,10.365853659,1,Facial,"Ferriero, Benn",F,2010/11,San Jose,1
0.6,21.951219512,3,Arm,"Mayers, Jamal",F,2010/11,San Jose,3
0.55,114.024390244,17,Upper body,"McCarthy, John",F,2010/11,San Jose,17
1.367,83.353658537,5,Lower body,"Mitchell, Torrey",F,2010/11,San Jose,5
1.367,183.378048780,11,Lower body,"Mitchell, Torrey",F,2010/11,San Jose,11
0.76,18.536585366,2,Eye,"Nichol, Scott",F,2010/11,San Jose,2
0.76,185.365853659,20,Upper body,"Nichol, Scott",F,2010/11,San Jose,20
4,390.243902439,8,Lower body,"Pavelski, Joe",F,2010/11,San Jose,8
1.8,197.560975610,9,Upper body,"Setoguchi, Devin",F,2010/11,San Jose,9
6.667,487.829268293,6,Upper body,"Boyle, Dan",D,2010/11,San Jose,6
0.543,39.731707317,6,Upper body,"Demers, Jason",D,2010/11,San Jose,6
1.7,186.585365854,9,Upper body,"Huskins, Kent",D,2010/11,San Jose,9
1.7,456.097560976,22,Upper body,"Huskins, Kent",D,2010/11,San Jose,22
0.5,85.365853659,14,Upper body,"Joslin, Derek",D,2010/11,San Jose,14
2.5,121.951219512,4,Lower body,"Murray, Douglas",D,2010/11,San Jose,4
2.5,152.439024390,5,Lower body,"Murray, Douglas",D,2010/11,San Jose,5
3.1,37.804878049,1,Upper body,"Vlasic, Marc-Edouard",D,2010/11,San Jose,1
2.5,91.463414634,3,Head,"Wallin, Niclas",D,2010/11,San Jose,3
2.5,91.463414634,3,Leg,"Wallin, Niclas",D,2010/11,San Jose,3
2.5,60.975609756,2,Undisclosed,"Wallin, Niclas",D,2010/11,San Jose,2
2,146.341463415,6,Lower body,"Niittymaki, Antero",G,2010/11,San Jose,6
2,268.292682927,11,Lower body,"Niittymaki, Antero",G,2010/11,San Jose,11
1.247,15.207317073,1,Lower body,"Berglund, Patrik",F,2010/11,St. Louis,1
0.873,21.292682927,2,Undisclosed,"Crombeen, B.J.",F,2010/11,St. Louis,2
0.6,43.902439024,6,Concussion,"Janssen, Cam",F,2010/11,St. Louis,6
4.7,1375.609756098,24,Concussion,"McDonald, Andy",F,2010/11,St. Louis,24
0.854,104.146341463,10,Knee,"McRae, Philip",F,2010/11,St. Louis,10
1.275,482.012195122,31,Ankle,"Oshie, T.J.",F,2010/11,St. Louis,31
2.15,1887.804878049,72,Concussion,"Perron, David",F,2010/11,St. Louis,72
0.55,187.804878049,28,Knee,"Scatchard, Dave",F,2010/11,St. Louis,28
0.75,118.902439024,13,Foot,"Sobotka, Vladimir",F,2010/11,St. Louis,13
0.75,36.585365854,4,Shoulder,"Sobotka, Vladimir",F,2010/11,St. Louis,4
3.363,410.121951220,10,Ankle,"Steen, Alex",F,2010/11,St. Louis,10
0.7,8.536585366,1,Knee,"Winchester, Brad",F,2010/11,St. Louis,1
2.125,181.402439024,7,Eye,"Colaiacovo, Carlo",D,2010/11,St. Louis,7
2.125,25.914634146,1,Facial,"Colaiacovo, Carlo",D,2010/11,St. Louis,1
2.125,25.914634146,1,Illness,"Colaiacovo, Carlo",D,2010/11,St. Louis,1
2.125,181.402439024,7,Upper body,"Colaiacovo, Carlo",D,2010/11,St. Louis,7
3.625,442.073170732,10,Finger,"Jackman, Barret",D,2010/11,St. Louis,10
3.625,397.865853659,9,Knee,"Jackman, Barret",D,2010/11,St. Louis,9
3.625,132.621951220,3,Lower body,"Jackman, Barret",D,2010/11,St. Louis,3
2.6,31.707317073,1,Knee,"Johnson, Erik",D,2010/11,St. Louis,1
0.8,39.024390244,4,Lower body,"Nikitin, Nikita",D,2010/11,St. Louis,4
