,Date,Year,Team_x,Player,Notes,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,MP,Pos
124,12/2/2017,2017,Rockets,Troy Williams,sprained MCL in right knee (DTD),24,6.58,218,Indiana,USA,Undrafted,Undrafted,Undrafted,21,5.3,2.8,0.5,-9.5,3.40%,14.40%,14.40%,53.10%,5.10%,14.6,SF
125,1/21/2018,2018,Grizzlies,JaMychal Green,right ankle injury (DTD),29,6.75,227,Alabama,USA,Undrafted,Undrafted,Undrafted,65,9.4,6.3,0.8,-5.8,7.10%,21.80%,18.50%,58.70%,5.80%,28,PF
126,3/2/2018,2018,Grizzlies,JaMychal Green,illness (DTD),29,6.75,227,Alabama,USA,Undrafted,Undrafted,Undrafted,65,9.4,6.3,0.8,-5.8,7.10%,21.80%,18.50%,58.70%,5.80%,28,PF
127,4/1/2018,2018,Grizzlies,JaMychal Green,sore left knee (out for season),29,6.75,227,Alabama,USA,Undrafted,Undrafted,Undrafted,65,9.4,6.3,0.8,-5.8,7.10%,21.80%,18.50%,58.70%,5.80%,28,PF
128,10/19/2017,2017,Grizzlies,JaMychal Green,sprained left ankle (DTD),29,6.75,227,Alabama,USA,Undrafted,Undrafted,Undrafted,65,9.4,6.3,0.8,-5.8,7.10%,21.80%,18.50%,58.70%,5.80%,28,PF
129,1/22/2018,2018,Clippers,Jawun Evans,sore lower abdominal (DTD),22,6,190,Oklahoma State,USA,2017,2,39,8,0.8,1.5,1.3,-38,1.50%,17.20%,14.20%,21.40%,23.80%,16.2,PG
130,1/24/2018,2018,Clippers,Jawun Evans,sore lower abdominal (DTD),22,6,190,Oklahoma State,USA,2017,2,39,8,0.8,1.5,1.3,-38,1.50%,17.20%,14.20%,21.40%,23.80%,16.2,PG
131,3/30/2018,2018,Clippers,Jawun Evans,abdominal injury / sports hernia / athletic pubalgia (out for season),22,6,190,Oklahoma State,USA,2017,2,39,8,0.8,1.5,1.3,-38,1.50%,17.20%,14.20%,21.40%,23.80%,16.2,PG
132,1/22/2018,2018,Hornets,Michael Kidd-Gilchrist,right axillary abscess (DTD),25,6.58,232,Kentucky,USA,2012,1,2,64,6.7,3.8,1,-0.9,6.90%,12.90%,15.30%,55.30%,7.70%,25,SF
133,2/28/2018,2018,Hornets,Michael Kidd-Gilchrist,sore left hamstring (DTD),25,6.58,232,Kentucky,USA,2012,1,2,64,6.7,3.8,1,-0.9,6.90%,12.90%,15.30%,55.30%,7.70%,25,SF
134,1/22/2018,2018,Spurs,Pau Gasol,sprained right wrist (DTD),38,7,250,None,Spain,2001,1,3,30,3.9,4.6,1.7,-6.2,5.80%,30.40%,15.10%,52.90%,20.90%,23.5,C
135,3/7/2018,2018,Spurs,Pau Gasol,sprained right shoulder (DTD),38,7,250,None,Spain,2001,1,3,30,3.9,4.6,1.7,-6.2,5.80%,30.40%,15.10%,52.90%,20.90%,23.5,C
136,3/8/2018,2018,Spurs,Pau Gasol,sprained ACL in right knee (DTD),38,7,250,None,Spain,2001,1,3,30,3.9,4.6,1.7,-6.2,5.80%,30.40%,15.10%,52.90%,20.90%,23.5,C
137,1/24/2018,2018,Celtics,Marcus Smart,right hand injury (DTD),25,6.33,220,Oklahoma State,USA,2014,1,6,80,8.9,2.9,4,3.8,2.50%,7.70%,14.40%,56.80%,19.00%,29.9,SG
138,3/12/2018,2018,Celtics,Marcus Smart,sprained right thumb (out indefinitely),25,6.33,220,Oklahoma State,USA,2014,1,6,80,8.9,2.9,4,3.8,2.50%,7.70%,14.40%,56.80%,19.00%,29.9,SG
139,3/16/2018,2018,Celtics,Marcus Smart,surgery on right thumb (out indefinitely),25,6.33,220,Oklahoma State,USA,2014,1,6,80,8.9,2.9,4,3.8,2.50%,7.70%,14.40%,56.80%,19.00%,29.9,SG
140,1/24/2018,2018,Grizzlies,Jarell Martin,left knee injury (DTD),25,6.83,239,Louisiana State,USA,2015,1,25,42,2.7,1.7,0.4,4.4,3.10%,18.50%,15.30%,52.80%,7.80%,22.8,PF
141,3/5/2018,2018,Grizzlies,Jarell Martin,right knee injury (DTD),25,6.83,239,Louisiana State,USA,2015,1,25,42,2.7,1.7,0.4,4.4,3.10%,18.50%,15.30%,52.80%,7.80%,22.8,PF
142,4/5/2018,2018,Grizzlies,Jarell Martin,left ankle injury (out for season),25,6.83,239,Louisiana State,USA,2015,1,25,42,2.7,1.7,0.4,4.4,3.10%,18.50%,15.30%,52.80%,7.80%,22.8,PF
143,1/24/2018,2018,Pistons,Reggie Bullock,thumb injury (DTD),28,6.58,205,North Carolina,USA,2013,1,25,63,11.3,2.7,2,-1.3,1.10%,8.20%,15.40%,56.30%,9.60%,27.9,SF
144,3/13/2018,2018,Pistons,Reggie Bullock,back injury (DTD),28,6.58,205,North Carolina,USA,2013,1,25,63,11.3,2.7,2,-1.3,1.10%,8.20%,15.40%,56.30%,9.60%,27.9,SF
145,1/24/2018,2018,Suns,Alex Len,sore right ankle (DTD),26,7.08,250,Maryland,Ukraine,2013,1,5,77,11.1,5.5,1.1,-4.4,9.00%,15.90%,21.40%,57.50%,8.60%,20.2,C
146,3/28/2018,2018,Suns,Alex Len,sprained left ankle (DTD),26,7.08,250,Maryland,Ukraine,2013,1,5,77,11.1,5.5,1.1,-4.4,9.00%,15.90%,21.40%,57.50%,8.60%,20.2,C
147,12/2/2017,2017,Suns,Alex Len,ankle injury (DTD),26,7.08,250,Maryland,Ukraine,2013,1,5,77,11.1,5.5,1.1,-4.4,9.00%,15.90%,21.40%,57.50%,8.60%,20.2,C
148,1/25/2018,2018,Warriors,Patrick McCaw,strained back (DTD),23,6.58,185,UNLV,USA,2016,2,38,29,2.6,1.7,1,-6.4,1.70%,10.50%,9.30%,53.20%,9.90%,16.9,SG
149,12/5/2017,2017,Warriors,Patrick McCaw,bruised nose (DTD),23,6.58,185,UNLV,USA,2016,2,38,29,2.6,1.7,1,-6.4,1.70%,10.50%,9.30%,53.20%,9.90%,16.9,SG
150,12/6/2017,2017,Warriors,Patrick McCaw,concussion (DTD),23,6.58,185,UNLV,USA,2016,2,38,29,2.6,1.7,1,-6.4,1.70%,10.50%,9.30%,53.20%,9.90%,16.9,SG
151,1/26/2018,2018,Grizzlies,Ben McLemore,sore right knee (DTD),26,6.42,201,Kansas,USA,2013,1,7,19,3.9,0.9,0.2,-3.5,1.80%,8.90%,18.50%,54.10%,3.50%,19.5,SG
152,8/8/2017,2017,Grizzlies,Ben McLemore,surgery on right foot to repair fracture (out indefinitely),26,6.42,201,Kansas,USA,2013,1,7,19,3.9,0.9,0.2,-3.5,1.80%,8.90%,18.50%,54.10%,3.50%,19.5,SG
153,1/26/2018,2018,Kings,Willie Cauley-Stein,bruised right knee (DTD),25,7,240,Kentucky,USA,2015,1,6,81,11.9,8.4,2.4,1.2,7.40%,21.30%,17.30%,56.60%,12.10%,28,C
154,12/2/2017,2017,Kings,Willie Cauley-Stein,sore back (DTD),25,7,240,Kentucky,USA,2015,1,6,81,11.9,8.4,2.4,1.2,7.40%,21.30%,17.30%,56.60%,12.10%,28,C
155,12/5/2017,2017,Kings,Willie Cauley-Stein,strained lower back (DTD),25,7,240,Kentucky,USA,2015,1,6,81,11.9,8.4,2.4,1.2,7.40%,21.30%,17.30%,56.60%,12.10%,28,C
156,1/26/2018,2018,Pelicans,DeMarcus Cousins,torn left Achilles tendon (out for season),28,6.92,270,Kentucky,USA,2010,1,5,30,16.3,8.2,3.6,4.5,5.90%,23.20%,28.10%,56.20%,20.60%,36.2,C
157,1/27/2018,2018,Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),28,6.92,270,Kentucky,USA,2010,1,5,30,16.3,8.2,3.6,4.5,5.90%,23.20%,28.10%,56.20%,20.60%,36.2,C
158,1/31/2018,2018,Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),28,6.92,270,Kentucky,USA,2010,1,5,30,16.3,8.2,3.6,4.5,5.90%,23.20%,28.10%,56.20%,20.60%,36.2,C
159,1/26/2018,2018,Suns,Tyson Chandler,illness (DTD),36,7.08,240,None,USA,2001,1,2,55,3.1,5.6,0.7,-1.9,9.40%,21.30%,8.40%,63.00%,5.70%,25,C
160,2/14/2018,2018,Suns,Tyson Chandler,neck spasms (DTD),36,7.08,240,None,USA,2001,1,2,55,3.1,5.6,0.7,-1.9,9.40%,21.30%,8.40%,63.00%,5.70%,25,C
161,3/17/2018,2018,Suns,Tyson Chandler,neck injury (out for season),36,7.08,240,None,USA,2001,1,2,55,3.1,5.6,0.7,-1.9,9.40%,21.30%,8.40%,63.00%,5.70%,25,C
162,11/8/2017,2017,Suns,Tyson Chandler,back spasms (DTD),36,7.08,240,None,USA,2001,1,2,55,3.1,5.6,0.7,-1.9,9.40%,21.30%,8.40%,63.00%,5.70%,25,C
163,1/26/2018,2018,Celtics,Guerschon Yabusele,ankle injury (DTD),23,6.67,260,None,France,2016,1,16,41,2.3,1.3,0.4,-3.6,8.40%,10.40%,16.80%,54.20%,8.80%,7.1,PF
164,1/26/2018,2018,Grizzlies,Tyreke Evans,illness (DTD),29,6.5,220,Memphis,USA,2009,1,4,69,10.2,2.9,2.4,1.9,2.30%,11.40%,25.50%,48.30%,17.60%,30.9,PG
165,1/31/2018,2018,Grizzlies,Tyreke Evans,DNP,29,6.5,220,Memphis,USA,2009,1,4,69,10.2,2.9,2.4,1.9,2.30%,11.40%,25.50%,48.30%,17.60%,30.9,PG
166,2/1/2018,2018,Grizzlies,Tyreke Evans,illness (DTD),29,6.5,220,Memphis,USA,2009,1,4,69,10.2,2.9,2.4,1.9,2.30%,11.40%,25.50%,48.30%,17.60%,30.9,PG
167,12/13/2017,2017,Grizzlies,Tyreke Evans,sore right hip (DTD),29,6.5,220,Memphis,USA,2009,1,4,69,10.2,2.9,2.4,1.9,2.30%,11.40%,25.50%,48.30%,17.60%,30.9,PG
168,1/27/2018,2018,Hornets,Michael Carter-Williams,strained left shoulder (DTD),27,6.5,190,Syracuse,USA,2013,1,11,28,4.8,2.5,2.5,0.2,4.30%,14.30%,17.60%,45.80%,26.20%,16.1,PG
169,3/5/2018,2018,Hornets,Michael Carter-Williams,sprained left shoulder (out for season),27,6.5,190,Syracuse,USA,2013,1,11,28,4.8,2.5,2.5,0.2,4.30%,14.30%,17.60%,45.80%,26.20%,16.1,PG
170,3/9/2018,2018,Hornets,Michael Carter-Williams,surgery on left shoulder to repair posterior tear in labrum (out for season),27,6.5,190,Syracuse,USA,2013,1,11,28,4.8,2.5,2.5,0.2,4.30%,14.30%,17.60%,45.80%,26.20%,16.1,PG
171,10/11/2017,2017,Hornets,Michael Carter-Williams,sore knees (DTD),27,6.5,190,Syracuse,USA,2013,1,11,28,4.8,2.5,2.5,0.2,4.30%,14.30%,17.60%,45.80%,26.20%,16.1,PG
172,10/20/2017,2017,Hornets,Michael Carter-Williams,sore knee (DTD),27,6.5,190,Syracuse,USA,2013,1,11,28,4.8,2.5,2.5,0.2,4.30%,14.30%,17.60%,45.80%,26.20%,16.1,PG
173,1/27/2018,2018,Nets,Caris LeVert,sore left groin (DTD),24,6.58,204,Michigan,USA,2016,1,20,40,13.7,3.8,3.9,-0.2,3.00%,10.00%,23.50%,50.90%,23.10%,26.3,SF
174,1/27/2018,2018,Nuggets,Tyler Lydon,arthroscopic surgery on left knee (out for season),23,6.83,225,Syracuse,USA,2017,1,24,25,0.9,0.7,0.2,-8.3,6.20%,13.30%,9.70%,59.50%,8.70%,2,PF
175,1/28/2018,2018,Kings,Garrett Temple,sprained right ankle (DTD),33,6.5,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,7.8,2.9,1.4,-1.6,1.40%,9.20%,13.10%,54.30%,7.50%,24.8,SG
176,2/26/2018,2018,Kings,Garrett Temple,back injury (DTD),33,6.5,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,7.8,2.9,1.4,-1.6,1.40%,9.20%,13.10%,54.30%,7.50%,24.8,SG
177,3/21/2018,2018,Kings,Garrett Temple,sprained left ankle (out for season),33,6.5,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,7.8,2.9,1.4,-1.6,1.40%,9.20%,13.10%,54.30%,7.50%,24.8,SG
178,1/28/2018,2018,Kings,Malachi Richardson,sprained left ankle (DTD),23,6.5,205,Syracuse,USA,2016,1,22,22,1.4,0.6,0,-4.6,1.60%,8.70%,14.20%,48.10%,0.00%,12.5,SG
179,1/28/2018,2018,Pistons,Avery Bradley,sore right groin/hamstring (DTD),28,6.17,180,Texas,USA,2010,1,19,63,9.9,2.8,2.4,-1.5,2.20%,6.50%,16.00%,49.60%,11.40%,31.2,SG
180,3/13/2018,2018,Clippers,Avery Bradley,surgery to repair athletic pubalgia / sports hernia (out for season),28,6.17,180,Texas,USA,2010,1,19,63,9.9,2.8,2.4,-1.5,2.20%,6.50%,16.00%,49.60%,11.40%,31.2,SG
181,12/15/2017,2017,Pistons,Avery Bradley,strained right adductor (DTD),28,6.17,180,Texas,USA,2010,1,19,63,9.9,2.8,2.4,-1.5,2.20%,6.50%,16.00%,49.60%,11.40%,31.2,SG
182,12/17/2017,2017,Pistons,Avery Bradley,strained right adductor (DTD),28,6.17,180,Texas,USA,2010,1,19,63,9.9,2.8,2.4,-1.5,2.20%,6.50%,16.00%,49.60%,11.40%,31.2,SG
183,12/22/2017,2017,Pistons,Avery Bradley,sore right groin (DTD),28,6.17,180,Texas,USA,2010,1,19,63,9.9,2.8,2.4,-1.5,2.20%,6.50%,16.00%,49.60%,11.40%,31.2,SG
184,1/29/2018,2018,Rockets,Trevor Ariza,strained left hamstring (DTD),33,6.67,215,California-Los Angeles,USA,2004,2,43,69,12.5,5.4,3.7,-6.8,2.10%,13.90%,16.40%,53.40%,14.90%,33.9,SF
185,10/24/2017,2017,Rockets,Trevor Ariza,sprained left foot (DTD),33,6.67,215,California-Los Angeles,USA,2004,2,43,69,12.5,5.4,3.7,-6.8,2.10%,13.90%,16.40%,53.40%,14.90%,33.9,SF
186,1/30/2018,2018,Cavaliers,Kevin Love,fractured left hand (out indefinitely),30,6.83,251,California-Los Angeles,USA,2008,1,5,22,17,10.9,2.2,-4.2,5.10%,34.40%,25.90%,56.10%,12.50%,28,C
187,3/28/2018,2018,Cavaliers,Kevin Love,concussion (out indefinitely),30,6.83,251,California-Los Angeles,USA,2008,1,5,22,17,10.9,2.2,-4.2,5.10%,34.40%,25.90%,56.10%,12.50%,28,C
188,5/26/2018,2018,Cavaliers,Kevin Love,concussion (DTD),30,6.83,251,California-Los Angeles,USA,2008,1,5,22,17,10.9,2.2,-4.2,5.10%,34.40%,25.90%,56.10%,12.50%,28,C
189,12/9/2017,2017,Cavaliers,Kevin Love,sore left hip (DTD),30,6.83,251,California-Los Angeles,USA,2008,1,5,22,17,10.9,2.2,-4.2,5.10%,34.40%,25.90%,56.10%,12.50%,28,C
190,1/30/2018,2018,Hornets,Marvin Williams,sprained left ankle (DTD),33,6.75,237,North Carolina,USA,2005,1,2,75,10.1,5.4,1.2,-0.4,3.30%,15.20%,14.70%,54.80%,6.10%,25.7,PF
191,1/30/2018,2018,Magic,Aaron Gordon,strained left hip flexor (DTD),23,6.75,220,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,4.70%,16.50%,21.30%,53.80%,16.60%,32.9,PF
192,3/9/2018,2018,Magic,Aaron Gordon,concussion (DTD),23,6.75,220,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,4.70%,16.50%,21.30%,53.80%,16.60%,32.9,PF
193,4/6/2018,2018,Magic,Aaron Gordon,sore right calf (DTD),23,6.75,220,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,4.70%,16.50%,21.30%,53.80%,16.60%,32.9,PF
194,12/9/2017,2017,Magic,Aaron Gordon,concussion (DTD),23,6.75,220,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,4.70%,16.50%,21.30%,53.80%,16.60%,32.9,PF
195,12/16/2017,2017,Magic,Aaron Gordon,strained right calf (DTD),23,6.75,220,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,4.70%,16.50%,21.30%,53.80%,16.60%,32.9,PF
196,1/30/2018,2018,Rockets,Chris Paul,sore right groin (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
197,3/22/2018,2018,Rockets,Chris Paul,sore left hamstring (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
198,3/30/2018,2018,Rockets,Chris Paul,sore left hip / rest (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
199,4/1/2018,2018,Rockets,Chris Paul,sore left leg (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
200,5/25/2018,2018,Rockets,Chris Paul,strained right hamstring (out for season),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
201,10/18/2017,2017,Rockets,Chris Paul,bruised left knee (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
202,12/21/2017,2017,Rockets,Chris Paul,strained left adductor (DTD),34,6,175,Wake Forest,USA,2005,1,4,58,15.6,4.6,8.2,8.3,1.90%,12.30%,22.00%,56.00%,38.20%,31.8,PG
203,1/31/2018,2018,Grizzlies,Deyonta Davis,sore knees (DTD),22,6.92,237,Michigan State,USA,2016,2,31,9,4,4,0.6,-9.8,6.30%,19.30%,9.90%,68.20%,6.30%,15.2,C
204,2/6/2018,2018,Grizzlies,Deyonta Davis,sore knees (DTD),22,6.92,237,Michigan State,USA,2016,2,31,9,4,4,0.6,-9.8,6.30%,19.30%,9.90%,68.20%,6.30%,15.2,C
205,2/27/2018,2018,Grizzlies,Deyonta Davis,left ankle injury (DTD),22,6.92,237,Michigan State,USA,2016,2,31,9,4,4,0.6,-9.8,6.30%,19.30%,9.90%,68.20%,6.30%,15.2,C
206,2/2/2018,2018,Celtics,Marcus Morris,bruised left hip (DTD),29,6.75,235,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,3.50%,17.60%,20.30%,56.80%,7.30%,26.8,PF
207,3/28/2018,2018,Celtics,Marcus Morris,sprained right ankle (DTD),29,6.75,235,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,3.50%,17.60%,20.30%,56.80%,7.30%,26.8,PF
208,12/6/2017,2017,Celtics,Marcus Morris,left knee injury (DTD),29,6.75,235,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,3.50%,17.60%,20.30%,56.80%,7.30%,26.8,PF
209,12/10/2017,2017,Celtics,Marcus Morris,rehab of left knee (DTD),29,6.75,235,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,3.50%,17.60%,20.30%,56.80%,7.30%,26.8,PF
210,12/26/2017,2017,Celtics,Marcus Morris,left knee injury (DTD),29,6.75,235,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,3.50%,17.60%,20.30%,56.80%,7.30%,26.8,PF
211,2/2/2018,2018,Bucks,Malcolm Brogdon,partially torn quadriceps tendon in left leg (out indefinitely),26,6.42,229,Virginia,USA,2016,2,36,64,15.6,4.5,3.2,10.7,3.50%,10.70%,20.20%,61.40%,15.70%,29.9,PG
212,10/23/2017,2017,Bucks,Malcolm Brogdon,sprained left ankle (DTD),26,6.42,229,Virginia,USA,2016,2,36,64,15.6,4.5,3.2,10.7,3.50%,10.70%,20.20%,61.40%,15.70%,29.9,PG
213,2/3/2018,2018,Heat,Hassan Whiteside,illness (DTD),30,7,265,Marshall,USA,2010,2,33,72,12.3,11.3,0.8,0.8,13.90%,30.50%,21.50%,56.40%,5.40%,25.3,C
214,10/20/2017,2017,Heat,Hassan Whiteside,bruised left knee (DTD),30,7,265,Marshall,USA,2010,2,33,72,12.3,11.3,0.8,0.8,13.90%,30.50%,21.50%,56.40%,5.40%,25.3,C
215,11/29/2017,2017,Heat,Hassan Whiteside,bone bruise in left knee (DTD),30,7,265,Marshall,USA,2010,2,33,72,12.3,11.3,0.8,0.8,13.90%,30.50%,21.50%,56.40%,5.40%,25.3,C
216,2/3/2018,2018,Jazz,Donovan Mitchell,flu (DTD),22,6.25,215,Louisville,USA,2017,1,13,77,23.8,4.1,4.2,6.8,2.20%,9.30%,30.90%,53.70%,20.90%,33.4,SG
217,12/20/2017,2017,Jazz,Donovan Mitchell,bruised right big toe (DTD),22,6.25,215,Louisville,USA,2017,1,13,77,23.8,4.1,4.2,6.8,2.20%,9.30%,30.90%,53.70%,20.90%,33.4,SG
218,2/3/2018,2018,Wizards,Mike Scott,illness (DTD),30,6.67,237,Virginia,USA,2012,2,43,79,5.8,3.5,0.8,1.8,2.90%,14.70%,13.90%,52.80%,6.40%,18.5,PF
219,2/4/2018,2018,Hawks,DeAndre' Bembry,strained left adductor (DTD),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
220,2/8/2018,2018,Hawks,DeAndre' Bembry,strained left adductor (DTD),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
221,2/9/2018,2018,Hawks,DeAndre' Bembry,strained left adductor (DTD),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
222,2/26/2018,2018,Hawks,DeAndre' Bembry,strained abdominal (DTD),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
223,4/12/2018,2018,Hawks,DeAndre' Bembry,fractured right wrist (out for season),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
224,9/13/2017,2017,Hawks,DeAndre' Bembry,strained right triceps (out indefinitely),24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
225,10/24/2017,2017,Hawks,DeAndre' Bembry,surgery on right wrist to repair fracture,24,6.5,210,Saint Joseph's,USA,2016,1,21,82,8.4,4.4,2.5,-5,2.60%,14.80%,16.80%,50.80%,15.00%,17.5,SF
226,2/4/2018,2018,Hawks,Tyler Cavanaugh,sprained right ankle (DTD),25,6.75,238,George Washington,USA,Undrafted,Undrafted,Undrafted,11,0.8,0.7,0.1,-40.7,6.50%,12.80%,11.80%,41.40%,4.30%,13.3,PF
227,2/5/2018,2018,Bucks,Matthew Dellavedova,sprained right ankle (DTD),28,6.33,200,Saint Mary's (CA),Australia,Undrafted,Undrafted,Undrafted,48,5.9,1.6,3.8,-3.8,0.70%,8.10%,17.30%,53.20%,32.90%,18.7,PG
228,11/15/2017,2017,Bucks,Matthew Dellavedova,left knee tendinitis (DTD),28,6.33,200,Saint Mary's (CA),Australia,Undrafted,Undrafted,Undrafted,48,5.9,1.6,3.8,-3.8,0.70%,8.10%,17.30%,53.20%,32.90%,18.7,PG
229,2/5/2018,2018,Suns,Devin Booker,left hip pointer (DTD),22,6.5,210,Kentucky,USA,2015,1,13,64,26.6,4.1,6.8,-6.9,1.70%,9.90%,32.00%,58.40%,32.70%,34.5,SG
230,3/10/2018,2018,Suns,Devin Booker,strained left tricep (DTD),22,6.5,210,Kentucky,USA,2015,1,13,64,26.6,4.1,6.8,-6.9,1.70%,9.90%,32.00%,58.40%,32.70%,34.5,SG
231,3/17/2018,2018,Suns,Devin Booker,sprained right hand (out for season),22,6.5,210,Kentucky,USA,2015,1,13,64,26.6,4.1,6.8,-6.9,1.70%,9.90%,32.00%,58.40%,32.70%,34.5,SG
232,11/26/2017,2017,Suns,Devin Booker,right big toe injury (DTD),22,6.5,210,Kentucky,USA,2015,1,13,64,26.6,4.1,6.8,-6.9,1.70%,9.90%,32.00%,58.40%,32.70%,34.5,SG
233,12/6/2017,2017,Suns,Devin Booker,strained adductor in left groin (out indefinitely),22,6.5,210,Kentucky,USA,2015,1,13,64,26.6,4.1,6.8,-6.9,1.70%,9.90%,32.00%,58.40%,32.70%,34.5,SG
234,2/5/2018,2018,Pacers,Darren Collison,arthroscopic surgery on left knee (out indefinitely),31,6,175,California-Los Angeles,USA,2009,1,21,76,11.2,3.1,6,2.2,1.70%,8.90%,17.60%,57.40%,30.20%,29.2,PG
235,12/10/2017,2017,Pacers,Darren Collison,sore left knee (DTD),31,6,175,California-Los Angeles,USA,2009,1,21,76,11.2,3.1,6,2.2,1.70%,8.90%,17.60%,57.40%,30.20%,29.2,PG
236,2/6/2018,2018,Bucks,John Henson,sore right hamstring (DTD),28,6.92,219,North Carolina,USA,2012,1,14,14,5.6,5.1,1,1.7,7.40%,23.30%,17.30%,55.30%,10.80%,25.9,C
237,2/10/2018,2018,Bucks,John Henson,sore right hamstring (DTD),28,6.92,219,North Carolina,USA,2012,1,14,14,5.6,5.1,1,1.7,7.40%,23.30%,17.30%,55.30%,10.80%,25.9,C
238,3/30/2018,2018,Bucks,John Henson,right index finger injury (DTD),28,6.92,219,North Carolina,USA,2012,1,14,14,5.6,5.1,1,1.7,7.40%,23.30%,17.30%,55.30%,10.80%,25.9,C
239,11/21/2017,2017,Bucks,John Henson,eye injury (DTD),28,6.92,219,North Carolina,USA,2012,1,14,14,5.6,5.1,1,1.7,7.40%,23.30%,17.30%,55.30%,10.80%,25.9,C
240,2/7/2018,2018,Heat,Kelly Olynyk,strained left shoulder (DTD),28,7,240,Gonzaga,Canada,2013,1,13,79,10,4.7,1.8,1.9,3.80%,16.00%,17.50%,61.00%,11.30%,23.4,PF
241,2/7/2018,2018,Heat,Wayne Ellington,strained right shoulder (DTD),31,6.42,200,North Carolina,USA,2009,1,28,53,10.3,2,1.4,-0.5,1.00%,7.30%,16.70%,56.90%,8.60%,26.5,SG
242,3/1/2018,2018,Heat,Wayne Ellington,bruised left quadricep (DTD),31,6.42,200,North Carolina,USA,2009,1,28,53,10.3,2,1.4,-0.5,1.00%,7.30%,16.70%,56.90%,8.60%,26.5,SG
243,2/7/2018,2018,Knicks,Ron Baker,surgery on right shoulder to repair dislocation (out for season),26,6.33,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,15,0.9,0.7,1,-5.2,0.60%,6.90%,7.50%,30.90%,13.90%,13.3,SG
244,11/13/2017,2017,Knicks,Ron Baker,shoulder injury (DTD),26,6.33,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,15,0.9,0.7,1,-5.2,0.60%,6.90%,7.50%,30.90%,13.90%,13.3,SG
245,2/7/2018,2018,Rockets,Eric Gordon,sore lower back (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
246,2/14/2018,2018,Rockets,Eric Gordon,bruised right knee (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
247,2/23/2018,2018,Rockets,Eric Gordon,illness (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
